post_title,post_url,likes,post_year,post_month,comment_body,comment_likes,comment_year,comment_month,source,place,review_count,helpful_votes,date_exp,month_exp,year_exp
Costco Tire Department Sucks,https://www.sitejabber.com/reviews/costco.com#2289,0,2023,September,"Today, I had an appointment at Costco Tire Center in Lodi California. I had an appointment to have two tires install. I was told that it would take one hour which I thought was excessive since it was only two tires and I had an appointment. I came back after an hour with a cart full of frozen food and was told that the car was not ready. AN HOUR LATER still no car and food defrosting it was still not ready. I asked for a manager and the idiot that I had been talking too was indeed the manager. I asked him if it was acceptable to him what was happening and he said no but there was nothing that he could do? Horrible customer service.","Date of experience: September 5, 2023",2023.0,September,sitejabber,California,1,0,2023-09-05,September,2023.0
Costco's Collectivism Communistic Policies,https://www.sitejabber.com/reviews/costco.com#1290,0,2020,June,"Costco's new, but rather late in the game policy on manditory face masks, when you enter their stores is so far from American values, that I think they need to pull out of America and move all their stores to communist China to serve the people they buy from. I have stopped shopping there and choose to support small business. Their prices are not great and I do not want to buy Chinese goods anymore after what the Chinese government and the World Health Organization has done to our nation.","Date of experience: June 20, 2020",2020.0,June,sitejabber,Utah,3,35,2020-06-20,June,2020.0
Deceptive membership cancellation refund policy,https://www.sitejabber.com/reviews/costco.com#1678,0,2022,July,"Beware of deceptive policy that membership fee is refunded if you are not satisfied. I cancelled membership in on 5/27/22, but never received a refund. I went to the store on June 27 to ask about my refund, and was told I wasn't entitled to a refund because you can only have one refund in a lifetime if you are ""dissatisfied,"" and that I had previously cancelled and was given a refund in 2015. Also, the manager said I proved that I was satisfied now because I had renewed my membership since 2015.","Date of experience: July 1, 2022",2022.0,July,sitejabber,New York,1,0,2022-07-01,July,2022.0
Jewelry return,https://www.sitejabber.com/reviews/costco.com#2502,0,2024,January,I've had a ring for a year and a half. I must have banged it and the top was bent. On the website it said no time limit for jewelry returns or exchanges. I asked to exchange my ring or a repair. They wouldn't take it back or repair it.,"Date of experience: January 20, 2024",2024.0,January,sitejabber,New York,1,0,2024-01-20,January,2024.0
Terrible customer service!,https://www.sitejabber.com/reviews/costco.com#1041,0,2018,April,,"Date of experience: April 18, 2018",2018.0,April,sitejabber,New Jersey,5,8,2018-04-18,April,2018.0
Best customer service ever,https://www.sitejabber.com/reviews/costco.com#710,0,2016,July,"Purchased Bathroom floor tiles, 2 tiles were faulty. Costco not only refunded me for the total cost of the floor but thanks to the excellent service from Maxine they found me one further box in another store in the UK.
The service offered by Maxine in the Haydock Branch was superb, having worked in a Management Role for a large retail company in the past, I would say she must be an asset to not only the Store but to Costco's name and reputation.
Well done Haydock customer service. Well done Maxine.","Date of experience: July 20, 2016",2016.0,July,sitejabber,GB,1,0,2016-07-20,July,2016.0
TERRIBLE installation service/contractors,https://www.sitejabber.com/reviews/costco.com#1394,0,2021,June,"I would prefer to rate this as ZERO but that is not an option. We have had a TERRIBLE, I mean REALLY TERRIBLE, experience with the installation of our costco.com purchased LG washer/dryer set. It is has been a two month ordeal. Costco.com hires TERRIBLE installation contractors that are not skilled, not professional. We have had 4 sets of contractors come - one installed the equipment in backward order, the other scratched the appliance and created water damage, the other stripped the water input into the washing machine rendering it unusable, the most recent left the shipping bolts in the washer and when we began to run our wash, the washing machine made a terrible GRINDING noise. We will NEVER purchase appliances from Costco ever again. While costco.com customer service team may not be at fault directly, they should be ashamed of themselves for selling expensive equipment and not having staff that is professional and skilled enough to install it. Shame on Costco.com.","Date of experience: June 25, 2021",2021.0,June,sitejabber,Illinois,1,0,2021-06-25,June,2021.0
Costco stolen your money,https://www.sitejabber.com/reviews/costco.com#1789,0,2022,October,"On October 17, I made a purchase online, which I canceled because the debit card was declined, which made me happy, because I had to pay for other things. The next day they made a money transfer and as soon as there was money in my account, Costco stole the money from my account for an order that they made again, they never asked me if I wanted the product again, they just took the money. I spoke on the phone, to ask for an explanation, they didn't explain anything to me, just go to the store and spend my 4 hours to return the product and in 7 days they will give me my money back. Alert with your orders and your money that costco is charged without any authorization from the customer.","Date of experience: October 21, 2022",2022.0,October,sitejabber,California,1,0,2022-10-21,October,2022.0
Auto batteries,https://www.sitejabber.com/reviews/costco.com#1930,0,2023,January,,"Date of experience: January 12, 2023",2023.0,January,sitejabber,Oregon,1,0,2023-01-12,January,2023.0
Furniture Shopping,https://www.sitejabber.com/reviews/costco.com#1305,0,2020,August,,"Date of experience: August 3, 2020",2020.0,August,sitejabber,Florida,1,0,2020-08-03,August,2020.0
Very disappointed with Costco Customer service.,https://www.sitejabber.com/reviews/costco.com#849,0,2016,December,,"Date of experience: December 31, 2016",2016.0,December,sitejabber,Illinois,1,0,2016-12-31,December,2016.0
Tire service is not to be trusted!,https://www.sitejabber.com/reviews/costco.com#1438,0,2021,December,"Had an appointment for 7:00pm.
They went to get the car finally at 7:40pm. For the first time ever when tires were serviced anywhere they had to open the trunk. I feel that they were invading my privacy. I will not be having anything to do with the tire department.
Just don't feel like I can trust them.","Date of experience: December 1, 2021",2021.0,December,sitejabber,Georgia,1,0,2021-12-01,December,2021.0
When you request a manager's contact info they should be honest,https://www.sitejabber.com/reviews/costco.com#1753,0,2022,September,"We were in a Costco and ran into a problem. They told us the store manager was not in, so we requested his/her contact info. They argued, refused, shut down the till, and then when the assistant manager came he gave me a card with the wrong info. Costco obviously thinks that they have too many customers, because BAD BUSINESSES do not treat customers this way.","Date of experience: September 5, 2022",2022.0,September,sitejabber,Canada,11,4,2022-09-05,September,2022.0
